SUB_REGISTER,MODE,REGISTER,FILE_ID,KWIC,LEMMA_BrE,VARIABLE,KWIC2,VARIANT,PERIOD,FEAT
ANSC,Printed,Academic,H1ANsc_02.txt,by research workers to prevent farmers from using research information which has not been fully ,finalise,finalized,". Science , with the help of the extension service , private industry , ",AME,HiCE1 (1960-1979),ISE/IZE
PR,Printed,Reportage,H1Pr_109.txt,"the preparations "" . Lighter training was rounded off with tactical lessons as systems were ",finalise,finalized,"for the match . Training Today , no gruelling training is listed and the ",AME,HiCE1 (1960-1979),ISE/IZE
PR,Printed,Reportage,H1Pr_116.txt,", You will recall that the conference reviewed past trials throughout the North and the ",finalise,finalized,arrangements for the experiments to be carried out on behalf of the institute for ,AME,HiCE1 (1960-1979),ISE/IZE
PNSC,Printed,Popular,PNsc_07.txt,"is delay , she will continue to be weak and by the time the doctor ",finalise,finalises,"the decision on removing the uterus , it is already late . So , ",BRE,ICEw (2000s),ISE/IZE
PR,Printed,Reportage,Pr_12.txt,", let them go down . We held our meeting today ( yesterday ) to ",finalise,finalise,the whole programme ; we had to disagree because some were not okay and ,BRE,ICEw (2000s),ISE/IZE
PTEC,Printed,Popular,PTec_13.txt,"selected Bluetooth wireless technology , to support its telehealth solutions . SIG announced that once ",finalise,finalised,", Continua will include the upcoming Bluetooth low energy wireless technology specification in version ",BRE,ICEw (2000s),ISE/IZE
ATEC,Printed,Academic,H1ATec_16.txt,"the seeds are fermented and dried , they taste mildly bitter with the characteristic chocolate ",flavour,flavour,. The cotyledons can then be easily separated into small angular fragments . Conventional ,BRE,HiCE1 (1960-1979),OUR/OR
ATEC,Printed,Academic,H1ATec_16.txt,the kernel : - leaving the cotyledons with the mildly bitter taste and the characteristic ,flavour,flavour,. Woodman ( 2 ) confirmed the poisonous effects of theobromine : he reported ,BRE,HiCE1 (1960-1979),OUR/OR
ATEC,Printed,Academic,H1ATec_16.txt,of the panel identified the standard sample as having a slightly more pleasant and characteristic ,flavour,flavour,", followed by the pod-fermented seeds which were dehydrated at 50C . The third ",BRE,HiCE1 (1960-1979),OUR/OR
ATEC,Printed,Academic,H1ATec_16.txt,", was those dehydrated also at 50C ( processed and un- processed ) . The ",flavour,flavour,"of other samples ( dehydrated above 50C ) , though good , was said ",BRE,HiCE1 (1960-1979),OUR/OR
ATEC,Printed,Academic,H1ATec_16.txt,"standard "" against which a "" test-panel "" carried out an organoleptic evaluation of the ",flavour,flavour,and taste of the experimental products . Samples of the experimental products and the ,BRE,HiCE1 (1960-1979),OUR/OR
ATEC,Printed,Academic,H1ATec_16.txt,"drive the theobromine from the kernels , leaving the cotyledons with the same taste and ",flavour,flavour,as the conventionally fermented products . The answer to the problem of mouldiness lies ,BRE,HiCE1 (1960-1979),OUR/OR
ESS,Non-printed,Student,H1Ess_01.txt,queer way ( semantic extension of its meaning ) . We do not get the ,flavour,flavour,from something . We taste it . ( 7 ) Cool Comfort ( v. ,BRE,HiCE1 (1960-1979),OUR/OR
ESS,Non-printed,Student,H1Ess_01.txt,( v. pho. 15 ) Affirmatives and Imperatives Used together ( 1 ) Get the ,flavour,flavour,! Say Tango ! Everybody does ( v. pho. 21 ) Nominal Groups in ,BRE,HiCE1 (1960-1979),OUR/OR
PTEC,Printed,Popular,H1PTec_19.txt,the feeling in seating accommodation is for clear-lined chairs and sofas with a strong ergonomic ,flavour,flavour,. Ergonomic ? Thats loosely what you might in fashion circles call figure fitting ,BRE,HiCE1 (1960-1979),OUR/OR
SKH,Printed,Instructional,H1Skh_16.txt,", and then to restock them with a suitable stock that would have an acceptable ",flavour,flavour,. grow fast so that an edible size can be produced in a short ,BRE,HiCE1 (1960-1979),OUR/OR
ANSC,Printed,Academic,H2ANsc_14.txt,out subtle qualities in food as well as provide a rich aroma and full bodied ,flavour,flavour,". This is successfully achieved with the help of microorganisms. 3.4 BREAD , CAKE ",BRE,HiCE2 (1980-1999),OUR/OR
ANSC,Printed,Academic,H2ANsc_14.txt,"constituents formed by thermal degradation of protein , fat or lactose . The aroma and ",flavour,flavour,of yoghurt are basically due to the production of lactic acid and carbonyl compounds ,BRE,HiCE2 (1980-1999),OUR/OR
ANSC,Printed,Academic,H2ANsc_14.txt,Butter production . Concentrated Banana juice is extracted from ripened banana imparts a natural banana ,flavour,flavour,"to foods without adding insoluble solids . Suitable for use in ice cream , ",BRE,HiCE2 (1980-1999),OUR/OR
ANSC,Printed,Academic,H2ANsc_14.txt,"down part of the Cheese protein to amino nitrogen thereby releasing a subtle , pleasing ",flavour,flavour,into the Cheese . P. roqueforti is also added to semi-hard Cheese ( Sitilton ,BRE,HiCE2 (1980-1999),OUR/OR
ANSC,Printed,Academic,H2ANsc_14.txt,a variety of refrigerated or frozen dairy beverages and bakery products . 3.3 AROMA AND ,flavour,flavour,DEVELOPMENT Aroma and flavour development is an important aspect of food processing involving microorganism ,BRE,HiCE2 (1980-1999),OUR/OR
ANSC,Printed,Academic,H2ANsc_14.txt,or frozen dairy beverages and bakery products . 3.3 AROMA AND FLAVOUR DEVELOPMENT Aroma and ,flavour,flavour,"development is an important aspect of food processing involving microorganism . These , in ",BRE,HiCE2 (1980-1999),OUR/OR
ANSC,Printed,Academic,H2ANsc_14.txt,"salad dressing , sauces , soups and snacks . Tamari soy sauce is a versatile ",flavour,flavour,enhancer which can bring out subtle qualities in food as well as provide a ,BRE,HiCE2 (1980-1999),OUR/OR
ANSC,Printed,Academic,H2ANsc_14.txt,and have been pasteurized may contain cells of acetic acid bacteria which can cause off ,flavour,flavours,and organoleptic failures . Citrus fruit are greatly destroyed by activities of Penicillium spp. ,BRE,HiCE2 (1980-1999),OUR/OR
ATEC,Printed,Academic,H2ATec_15.txt,"as special yeasts , yeast nutrient , yeast energizer , campden tablets , enzymes and ",flavour,flavourings,will continue to be imported in the foreseeable future . PROCESSING INDUSTRIES Nigeria with ,BRE,HiCE2 (1980-1999),OUR/OR
ESS,Non-printed,Student,H2Ess_09.txt,"purposes , industrial products are also extracted from them such as dyes , insecticides , ",flavour,flavouring,materials etc . They are also a source of ornamentals e.g. gives important flavours ,BRE,HiCE2 (1980-1999),OUR/OR
ESS,Non-printed,Student,H2Ess_09.txt,", flavouring materials etc . They are also a source of ornamentals e.g. gives important ",flavour,flavours,and some used as hedges . Legumes importance can not be over emphasized and ,BRE,HiCE2 (1980-1999),OUR/OR
PHUM,Printed,Popular,H2Phum_21.txt,. Was that orange squash . What do l start with ? The colour the ,flavour,flavour,", the taste ? . When you made a glass of orange squash you ",BRE,HiCE2 (1980-1999),OUR/OR
SKH,Printed,Instructional,H2Skh_01.txt,"be in a paste . Add coconut milk , sweeten with a little sugar and ",flavour,flavour,as desired . Cook until it is as thick as pap . To Serve ,BRE,HiCE2 (1980-1999),OUR/OR
SKH,Printed,Instructional,H2SKh_21.txt,also provides the recommended amount ( provided it contains real ginger and not just artificial ,flavour,flavor,") . Ginger tea is effective as a digestive aid , cures cold and ",AME,HiCE2 (1980-1999),OUR/OR
SKH,Printed,Instructional,H2SKh_30.txt,: The Brain and How it works By Dr J. Lawrence Pool ICE CREAM ,flavour,flavor,AND YOUR PERSONALITY Your favourite ice cream flavor give people the scoop on your ,AME,HiCE2 (1980-1999),OUR/OR
SKH,Printed,Instructional,H2SKh_30.txt,Dr J. Lawrence Pool ICE CREAM FLAVOR AND YOUR PERSONALITY Your favourite ice cream ,flavour,flavor,"give people the scoop on your personality , says an expert . According to ",AME,HiCE2 (1980-1999),OUR/OR
SKH,Printed,Instructional,H2SKh_30.txt,expert . According to psychiatrist Danilo Pane whos spent seven years matching common ice cream ,flavour,flavors,with personality types heres what your favourite flavour tells about you . Strawberry You ,AME,HiCE2 (1980-1999),OUR/OR
SKH,Printed,Instructional,H2SKh_30.txt,spent seven years matching common ice cream flavors with personality types heres what your favourite ,flavour,flavour,"tells about you . Strawberry You are compassionate , easy going and loving . ",BRE,HiCE2 (1980-1999),OUR/OR
NOV,Printed,Creative,nov_18.txt,must pardon me for he has told this story so many times without losing its ,flavour,flavour,that I can only say it has been told over a million times ) ,BRE,ICEw (2000s),OUR/OR
PR,Printed,Reportage,Pr_60.txt,"levels . Parikh said the drink is available in 250 ml Can , Thunder is ",flavour,flavorful,"both on its own and mixed with other beverages , with just the right ",AME,ICEw (2000s),OUR/OR
SKH,Printed,Instructional,SkHo_14.txt,", then remove the milk from the heat and allow to cool . Step 5 ",flavour,flavour,and keep in the fridge Kitchen tips -Potatoes will take food stains off ,BRE,ICEw (2000s),OUR/OR
ATEC,Printed,Academic,H1ATec_17.txt,torque value eventually stabilizes ; this stabilization ; corresponds to the completion of the matrix ,fluidise,fluidization,. The stable torque may be defined as the residual matrix strength and the ,AME,HiCE1 (1960-1979),ISE/IZE
ATEC,Printed,Academic,H1ATec_17.txt,"activity being most intense around the cylindrical stator-matrix interface . Eventually , the mix is ",fluidise,fluidized,", a phenomenon often referred to as shear thinning . Structural breakdown is a ",AME,HiCE1 (1960-1979),ISE/IZE
ATEC,Printed,Academic,H2ATec_07.txt,from a typical Nigerian community . The new promising feature is the use of the ,fluidise,fluidized,"bed reaction for effective adsorption , by activated carbon , of the oxidizable organic ",AME,HiCE2 (1980-1999),ISE/IZE
PNSC,Printed,Popular,H2PNSc_06.txt,. These include the use of ultrasound and testing the cells of the ,foetus,fetus,". The latter technique is more cumbersome . However , in many ",AME,HiCE2 (1980-1999),AE-OE/E
PNSC,Printed,Popular,H2PNSc_06.txt,high-frequency soundwaves to be transmitted by a machine into the womb containing the ,foetus,foetus,. The soundwaves are bounced bade by the different parts of the ,BRE,HiCE2 (1980-1999),AE-OE/E
PNSC,Printed,Popular,H2PNSc_06.txt,use of the ultrasound has been used successfully to detect abnormalities in the ,foetus,foetus,which include a large head which is filled with water or hydrocephalus ,BRE,HiCE2 (1980-1999),AE-OE/E
PNSC,Printed,Popular,H2PNsc_08.txt,"Malnutrition , the effects of urbanisation , pollution and chronic disease can impair ",foetus,fetal,"and infant growth . As a result , their offsprings fall short ",AME,HiCE2 (1980-1999),AE-OE/E
PNSC,Printed,Popular,H2PNsc_08.txt,"intensified to reduce poverty , malnutrition , pollution and chronic disease which impair ",foetus,fetal,and infant growth . The use of human surveys and epidemiological data ,AME,HiCE2 (1980-1999),AE-OE/E
PNSC,Printed,Popular,H2PNsc_08.txt,"plant developed neurological disorders . Whilst mothers were spared from any injury , ",foetus,fetal,poisoning developed in infants when they reached six months of age . ,AME,HiCE2 (1980-1999),AE-OE/E
PNSC,Printed,Popular,H2PNsc_08.txt,malformations and mental retardation coexist or may result in the death of the ,foetus,fetus,. Three to five percent of serious birth defects result from chromosomal ,AME,HiCE2 (1980-1999),AE-OE/E
PNSC,Printed,Popular,H2PNsc_08.txt,Many tests can be carried out when there is a likelihood that a ,foetus,fetus,may have some defect . Such tests like amniocentesis ( taking a ,AME,HiCE2 (1980-1999),AE-OE/E
PNSC,Printed,Popular,H2PNsc_08.txt,"result in abortions , malformations and retarded development . A large proportion of ",foetus,fetuses,"with malformations are aborted in early pregnancy , however about 2-3% of ",AME,HiCE2 (1980-1999),AE-OE/E
PNSC,Printed,Popular,PNsc_08.txt,", hormonal imbalance , immune disabilities , birth defects , cancer ( carcinogenic ) , ",foetus,fetal,"deaths , decreased fertility , male and female reproductive dysfunction and is known to ",AME,ICEw (2000s),AE-OE/E
ASSC,Printed,Academic,H1ASsc_02.txt,the Federal Executive Council Secretariat . Although this line of communications has not been firmly ,formalise,formalized,", Chief Henry Fajemirokun recently expressed satisfaction with the ease of communication between his ",AME,HiCE1 (1960-1979),ISE/IZE
AHUM,Printed,Academic,H2Ahum_04.txt,"to commit itself to a policy of aggressive territorial expansion , this was merely the ",formalise,formalization,"of a process that had continued , in various degrees , for nearly a ",AME,HiCE2 (1980-1999),ISE/IZE
ASSC,Printed,Academic,H2ASsc_09.txt,a strong predictor of grievance outcomes than even the grievant . This is because to ,formalise,formalize,"any grievance , ' a grievant must consult his union steward . The union ",AME,HiCE2 (1980-1999),ISE/IZE
ASSC,Printed,Academic,H2ASsc_16.txt,"professional organization . The foregoing notwithstanding , there are major differences in the degree of ",formalise,formalization,of the structure among various organizations . Local government being the third tier of ,AME,HiCE2 (1980-1999),ISE/IZE
PR,Printed,Reportage,H2Pr_115.txt,quality awareness has always been an integral part of Totals system which the award just ,formalise,formalized,. He thanked the Standards Organisation of Nigeria and its officials for their support ,AME,HiCE2 (1980-1999),ISE/IZE
PR,Printed,Reportage,Pr_14.txt,"Union of Teachers ( NUT ) , gave the Federal Government a seven-day ultimatum to ",formalise,formalise,the implementation of the TSS . They had last Wednesday embarked on a three-day ,BRE,ICEw (2000s),ISE/IZE
PSSC,Printed,Popular,PSsc_02.txt,"supervision . As time goes on , we intend to introduce other subjects and also ",formalise,formalise,the Quranic schools set up to meet universal standards . The funds are to ,BRE,ICEw (2000s),ISE/IZE
PHUM,Printed,Popular,H2Phum_01.txt,to the same treatment as any other language . We also know that is not ,fossilise,fossilized,"but is amendable to growth and adjustment . As a result , we have ",AME,HiCE2 (1980-1999),ISE/IZE
PSSC,Printed,Popular,H2PSsc_03.txt,form of socialism or the other . African socialism however been just as fractious and ,fractionalise,fractionalised,as European socialism with personality cults just as prominent in the differing ideological perspective ,BRE,HiCE2 (1980-1999),ISE/IZE
PSSC,Printed,Popular,H2PSsc_33.txt,been to distort the Nigerian state into a plethora of unequal entities . It is ,fractionalise,fractionalised,"in economic and social terms , groups with antagonistic interests and with varying degrees ",BRE,HiCE2 (1980-1999),ISE/IZE
